"","source","cases"
"1666","day100",126
"1667","day100",4
"1668","day100",10
"1669","day100",0
"1670","day100",2
"1671","day100",0
"1672","day100",5
"1673","day100",4
"1674","day100",6
"1675","day100",10
"1676","day100",8
"1677","day100",0
"1678","day100",135
"1679","day100",54
"1680","day100",5
"1681","day100",6
"1682","day100",18
"1683","day100",5
"1684","day100",20
"1685","day100",1
"1686","day100",0
"1687","day100",9
"1688","day100",11
"1689","day100",6
"1690","day100",5
"1691","day100",10
"1692","day100",0
"1693","day100",2
"1694","day100",5
"1695","day100",118
"1696","day100",1
"1697","day100",1
"1698","day100",28
"1699","day100",3
"1700","day100",6
"1701","day100",6
"1702","day100",2
"1703","day100",3
"1704","day100",6
"1705","day100",8
"1706","day100",2
"1707","day100",11
"1708","day100",90
"1709","day100",0
"1710","day100",0
"1711","day100",30
"1712","day100",2
"1713","day100",3
"1714","day100",3
"1715","day100",4
"1716","day100",68
"1717","day100",7
"1718","day100",11
"1719","day100",32
"1720","day100",115
"1721","day100",4
"1722","day100",2
"1723","day100",0
"1724","day100",2
"1725","day100",14
"1726","day100",3
"1727","day100",6
"1728","day100",6
"1729","day100",5
"1730","day100",3
"1731","day100",1
"1732","day100",2
"1733","day100",5
"1734","day100",3
"1735","day100",10
"1736","day100",97
"1737","day100",2
"1738","day100",2
"1739","day100",93
"1740","day100",23
"1741","day100",149
"1742","day100",55
"1743","day100",4
"1744","day100",4
"1745","day100",64
"1746","day100",1
"1747","day100",4
"1748","day100",0
"1749","day100",25
"1750","day100",116
"1751","day100",2
"1752","day100",6
"1753","day100",1
"1754","day100",0
"1755","day100",1
"1756","day100",0
"1757","day100",25
"1758","day100",12
"1759","day100",5
"1760","day100",74
"1761","day100",5
"1762","day100",35
"1763","day100",10
"1764","day100",4
"1765","day100",1
"1766","day100",8
"1767","day100",0
"1768","day100",3
"1769","day100",0
"1770","day100",5
"1771","day100",3
"1772","day100",1
"1773","day100",9
"1774","day100",1
"1775","day100",0
"1776","day100",1
"1777","day100",8
"1778","day100",2
"1779","day100",29
"1780","day100",0
"1781","day100",107
"1782","day100",0
"1783","day100",6
"1784","day100",0
"1785","day100",19
"1786","day100",23
"1787","day100",0
"1788","day100",8
"1789","day100",1
"1790","day100",8
"1791","day100",4
"1792","day100",6
"1793","day100",0
"1794","day100",5
"1795","day100",4
"1796","day100",1
"1797","day100",2
"1798","day100",83
"1799","day100",1
"1800","day100",1
"1801","day100",5
"1802","day100",0
"1803","day100",3
"1804","day100",5
"1805","day100",6
"1806","day100",0
"1807","day100",1
"1808","day100",96
"1809","day100",0
"1810","day100",4
"1811","day100",3
"1812","day100",5
"1813","day100",2
"1814","day100",12
"1815","day100",4
"1816","day100",0
"1817","day100",2
"1818","day100",8
"1819","day100",35
"1820","day100",5
"1821","day100",8
"1822","day100",1
"1823","day100",8
"1824","day100",2
"1825","day100",50
"1826","day100",5
"1827","day100",2
"1828","day100",24
"1829","day100",108
"1830","day100",6
"1831","day100",3
"1832","day100",11
"1833","day100",1
"1834","day100",0
"1835","day100",0
"1836","day100",3
"1837","day100",48
"1838","day100",6
"1839","day100",87
"1840","day100",78
"1841","day100",3
"1842","day100",0
"1843","day100",10
"1844","day100",7
"1845","day100",3
"1846","day100",1
"1847","day100",13
"1848","day100",8
"1849","day100",74
"1850","day100",4
"1851","day100",0
"1852","day100",1
"1853","day100",9
"1854","day100",0
"1855","day100",9
"1856","day100",4
"1857","day100",5
"1858","day100",5
"1859","day100",86
"1860","day100",3
"1861","day100",89
"1862","day100",2
"1863","day100",3
"1864","day100",0
"1865","day100",9
"1866","day100",5
"1867","day100",9
"1868","day100",11
"1869","day100",0
"1870","day100",2
"1871","day100",5
"1872","day100",2
"1873","day100",12
"1874","day100",0
"1875","day100",4
"1876","day100",4
"1877","day100",0
"1878","day100",0
"1879","day100",2
"1880","day100",4
"1881","day100",1
"1882","day100",6
"1883","day100",12
"1884","day100",5
"1885","day100",2
"1886","day100",12
"1887","day100",60
"1888","day100",8
"1889","day100",11
"1890","day100",36
"1891","day100",53
"1892","day100",2
"1893","day100",0
"1894","day100",0
"1895","day100",0
"1896","day100",2
"1897","day100",92
"1898","day100",0
"1899","day100",1
"1900","day100",0
"1901","day100",3
"1902","day100",5
"1903","day100",0
"1904","day100",12
"1905","day100",0
"1906","day100",0
"1907","day100",6
"1908","day100",10
"1909","day100",11
"1910","day100",79
"1911","day100",0
"1912","day100",5
"1913","day100",1
"1914","day100",2
"1915","day100",0
"1916","day100",5
"1917","day100",1
"1918","day100",12
"1919","day100",125
"1920","day100",1
"1921","day100",4
"1922","day100",2
"1923","day100",0
"1924","day100",5
"1925","day100",7
"1926","day100",48
"1927","day100",9
"1928","day100",5
"1929","day100",0
"1930","day100",0
"1931","day100",6
"1932","day100",11
"1933","day100",2
"1934","day100",0
"1935","day100",2
"1936","day100",0
"1937","day100",5
"1938","day100",1
"1939","day100",1
"1940","day100",10
"1941","day100",1
"1942","day100",6
"1943","day100",1
"1944","day100",0
"1945","day100",3
"1946","day100",0
"1947","day100",3
"1948","day100",2
"1949","day100",89
"1950","day100",1
"1951","day100",5
"1952","day100",9
"1953","day100",10
"1954","day100",63
"1955","day100",5
"1956","day100",68
"1957","day100",14
"1958","day100",2
"1959","day100",1
"1960","day100",5
"1961","day100",0
"1962","day100",5
"1963","day100",2
"1964","day100",8
"1965","day100",3
"1966","day100",2
"1967","day100",0
"1968","day100",5
"1969","day100",0
"1970","day100",2
"1971","day100",2
"1972","day100",47
"1973","day100",4
"1974","day100",1
"1975","day100",0
"1976","day100",0
"1977","day100",5
"1978","day100",7
"1979","day100",0
"1980","day100",0
"1981","day100",82
"1982","day100",0
"1983","day100",0
"1984","day100",95
"1985","day100",0
"1986","day100",34
"1987","day100",3
"1988","day100",0
"1989","day100",5
"1990","day100",59
"1991","day100",8
"1992","day100",1
"1993","day100",0
"1994","day100",7
"1995","day100",39
"1996","day100",3
"1997","day100",0
"1998","day100",0
"1999","day100",2
"2000","day100",5
"2001","day100",7
"2002","day100",47
"2003","day100",3
"2004","day100",0
"2005","day100",2
"2006","day100",10
"2007","day100",0
"2008","day100",75
"2009","day100",0
"2010","day100",1
"2011","day100",9
"2012","day100",0
"2013","day100",2
"2014","day100",103
"2015","day100",12
"2016","day100",2
"2017","day100",3
"2018","day100",0
"2019","day100",3
"2020","day100",3
"2021","day100",4
"2022","day100",4
"2023","day100",0
"2024","day100",11
"2025","day100",1
"2026","day100",1
"2027","day100",7
"2028","day100",9
"2029","day100",44
"2030","day100",5
"2031","day100",9
"2032","day100",10
"2033","day100",4
"2034","day100",0
"2035","day100",27
"2036","day100",6
"2037","day100",0
"2038","day100",9
"2039","day100",8
"2040","day100",0
"2041","day100",2
"2042","day100",1
"2043","day100",2
"2044","day100",28
"2045","day100",0
"2046","day100",2
"2047","day100",7
"2048","day100",5
"2049","day100",37
"2050","day100",2
"2051","day100",89
"2052","day100",0
"2053","day100",0
"2054","day100",12
"2055","day100",2
"2056","day100",2
"2057","day100",6
"2058","day100",1
"2059","day100",1
"2060","day100",0
"2061","day100",4
"2062","day100",2
"2063","day100",1
"2064","day100",7
"2065","day100",0
"2066","day100",0
"2067","day100",5
"2068","day100",0
"2069","day100",1
"2070","day100",4
"2071","day100",6
"2072","day100",0
"2073","day100",3
"2074","day100",3
"2075","day100",0
"2076","day100",49
"2077","day100",0
"2078","day100",95
"2079","day100",2
"2080","day100",0
"2081","day100",92
"2082","day100",1
"2083","day100",5
"2084","day100",4
"2085","day100",0
"2086","day100",0
"2087","day100",5
"2088","day100",2
"2089","day100",0
"2090","day100",0
"2091","day100",0
"2092","day100",2
"2093","day100",0
"2094","day100",0
"2095","day100",1
"2096","day100",4
"2097","day100",100
"2098","day100",0
"2099","day100",109
"2100","day100",0
"2101","day100",7
"2102","day100",2
"2103","day100",1
"2104","day100",0
"2105","day100",1
"2106","day100",10
"2107","day100",67
"2108","day100",0
"2109","day100",4
"2110","day100",1
"2111","day100",0
"2112","day100",0
"2113","day100",0
"2114","day100",8
"2115","day100",17
"2116","day100",4
"2117","day100",4
"2118","day100",5
"2119","day100",82
"2120","day100",4
"2121","day100",1
"2122","day100",0
"2123","day100",48
"2124","day100",9
"2125","day100",71
"2126","day100",74
"2127","day100",1
"2128","day100",1
"2129","day100",2
"2130","day100",2
"2131","day100",44
"2132","day100",3
"2133","day100",45
"2134","day100",7
"2135","day100",1
"2136","day100",2
"2137","day100",0
"2138","day100",3
"2139","day100",0
"2140","day100",0
"2141","day100",2
"2142","day100",72
"2143","day100",1
"2144","day100",4
"2145","day100",0
"2146","day100",34
"2147","day100",9
"2148","day100",0
"2149","day100",109
"2150","day100",33
"2151","day100",7
"2152","day100",1
"2153","day100",3
"2154","day100",3
"2155","day100",1
"2156","day100",0
"2157","day100",12
"2158","day100",60
"2159","day100",81
"2160","day100",11
"2161","day100",7
"2162","day100",0
"2163","day100",0
"2164","day100",4
"2165","day100",1
"2166","day100",1
"2167","day100",0
"2168","day100",42
"2169","day100",0
"2170","day100",0
"2171","day100",9
"2172","day100",5
"2173","day100",1
"2174","day100",5
"2175","day100",134
"2176","day100",64
"2177","day100",0
"2178","day100",1
"2179","day100",6
"2180","day100",3
"2181","day100",1
"2182","day100",0
"2183","day100",5
"2184","day100",6
"2185","day100",91
"2186","day100",108
"2187","day100",0
"2188","day100",2
"2189","day100",6
"2190","day100",57
"2191","day100",110
"2192","day100",5
"2193","day100",7
"2194","day100",1
"2195","day100",4
"2196","day100",49
"2197","day100",14
"2198","day100",3
"2199","day100",0
"2200","day100",10
"2201","day100",3
"2202","day100",3
"2203","day100",2
"2204","day100",0
"2205","day100",66
"2206","day100",9
"2207","day100",10
"2208","day100",13
"2209","day100",4
"2210","day100",3
"2211","day100",0
"2212","day100",0
"2213","day100",57
"2214","day100",3
"2215","day100",13
"2216","day100",0
"2217","day100",3
"2218","day100",121
"2219","day100",5
"2220","day100",0
"2221","day100",12
"2222","day100",0
"2223","day100",0
"2224","day100",8
"2225","day100",0
"2226","day100",5
"2227","day100",6
"2228","day100",2
"2229","day100",6
"2230","day100",67
"2231","day100",0
"2232","day100",5
"2233","day100",2
"2234","day100",4
"2235","day100",4
"2236","day100",0
"2237","day100",5
"2238","day100",3
"2239","day100",3
"2240","day100",1
"2241","day100",8
"2242","day100",6
"2243","day100",4
"2244","day100",1
"2245","day100",1
"2246","day100",8
"2247","day100",8
"2248","day100",0
"2249","day100",6
"2250","day100",1
"2251","day100",1
"2252","day100",2
"2253","day100",0
"2254","day100",2
"2255","day100",1
"2256","day100",3
"2257","day100",1
"2258","day100",5
"2259","day100",0
"2260","day100",2
"2261","day100",2
"2262","day100",5
"2263","day100",4
"2264","day100",0
"2265","day100",14
"2266","day100",5
"2267","day100",0
"2268","day100",4
"2269","day100",116
"2270","day100",11
"2271","day100",2
"2272","day100",25
"2273","day100",6
"2274","day100",2
"2275","day100",5
"2276","day100",0
"2277","day100",9
"2278","day100",97
"2279","day100",3
"2280","day100",10
"2281","day100",2
"2282","day100",2
"2283","day100",1
"2284","day100",0
"2285","day100",0
"2286","day100",4
"2287","day100",1
"2288","day100",6
"2289","day100",0
"2290","day100",3
"2291","day100",0
"2292","day100",0
"2293","day100",1
"2294","day100",4
"2295","day100",0
"2296","day100",11
"2297","day100",4
"2298","day100",0
"2299","day100",12
"2300","day100",2
"2301","day100",4
"2302","day100",2
"2303","day100",4
"2304","day100",6
"2305","day100",0
"2306","day100",0
"2307","day100",10
"2308","day100",1
"2309","day100",0
"2310","day100",7
"2311","day100",0
"2312","day100",0
"2313","day100",0
"2314","day100",13
"2315","day100",5
"2316","day100",9
"2317","day100",1
"2318","day100",4
"2319","day100",0
"2320","day100",0
"2321","day100",7
"2322","day100",0
"2323","day100",5
"2324","day100",0
"2325","day100",2
"2326","day100",0
"2327","day100",12
"2328","day100",3
"2329","day100",3
"2330","day100",2
"2331","day100",12
"2332","day100",0
"2333","day100",9
"2334","day100",85
"2335","day100",0
"2336","day100",3
"2337","day100",71
"2338","day100",0
"2339","day100",0
"2340","day100",1
"2341","day100",4
"2342","day100",3
"2343","day100",2
"2344","day100",3
"2345","day100",6
"2346","day100",7
"2347","day100",7
"2348","day100",1
"2349","day100",8
"2350","day100",5
"2351","day100",0
"2352","day100",0
"2353","day100",4
"2354","day100",4
"2355","day100",0
"2356","day100",6
"2357","day100",48
"2358","day100",0
"2359","day100",8
"2360","day100",0
"2361","day100",0
"2362","day100",0
"2363","day100",0
"2364","day100",2
"2365","day100",4
"2366","day100",6
"2367","day100",5
"2368","day100",50
"2369","day100",6
"2370","day100",3
"2371","day100",5
"2372","day100",10
"2373","day100",1
"2374","day100",8
"2375","day100",67
"2376","day100",3
"2377","day100",2
"2378","day100",1
"2379","day100",6
"2380","day100",1
"2381","day100",100
"2382","day100",0
"2383","day100",4
"2384","day100",34
"2385","day100",1
"2386","day100",3
"2387","day100",0
"2388","day100",2
"2389","day100",6
"2390","day100",6
"2391","day100",0
"2392","day100",0
"2393","day100",2
"2394","day100",5
"2395","day100",67
"2396","day100",3
"2397","day100",4
"2398","day100",2
"2399","day100",10
"2400","day100",85
"2401","day100",4
"2402","day100",36
"2403","day100",6
"2404","day100",4
"2405","day100",10
"2406","day100",2
"2407","day100",3
"2408","day100",2
"2409","day100",1
"2410","day100",0
"2411","day100",5
"2412","day100",3
"2413","day100",2
"2414","day100",4
"2415","day100",1
"2416","day100",0
"2417","day100",3
"2418","day100",2
"2419","day100",0
"2420","day100",4
"2421","day100",7
"2422","day100",1
"2423","day100",0
"2424","day100",1
"2425","day100",5
"2426","day100",0
"2427","day100",5
"2428","day100",11
"2429","day100",5
"2430","day100",4
"2431","day100",8
"2432","day100",8
"2433","day100",1
"2434","day100",0
"2435","day100",2
"2436","day100",2
"2437","day100",10
"2438","day100",79
"2439","day100",13
"2440","day100",11
"2441","day100",0
"2442","day100",0
"2443","day100",2
"2444","day100",7
"2445","day100",3
"2446","day100",4
"2447","day100",0
"2448","day100",5
"2449","day100",89
"2450","day100",0
"2451","day100",3
"2452","day100",3
"2453","day100",0
"2454","day100",0
"2455","day100",22
"2456","day100",1
"2457","day100",2
"2458","day100",39
"2459","day100",0
"2460","day100",2
"2461","day100",2
"2462","day100",7
"2463","day100",2
"2464","day100",7
"2465","day100",7
"2466","day100",9
"2467","day100",0
"2468","day100",8
"2469","day100",11
"2470","day100",12
"2471","day100",2
"2472","day100",11
"2473","day100",3
"2474","day100",9
"2475","day100",66
"2476","day100",2
"2477","day100",1
"2478","day100",13
"2479","day100",8
"2480","day100",0
"2481","day100",14
"2482","day100",3
"2483","day100",5
"2484","day100",9
"2485","day100",0
"2486","day100",3
"2487","day100",9
"2488","day100",0
"2489","day100",0
"2490","day100",1
"2491","day100",8
"2492","day100",5
"2493","day100",4
"2494","day100",5
"2495","day100",4
"2496","day100",9
"2497","day100",0
"2498","day100",0
"2499","day100",1
"2500","day100",2
"2501","day100",7
"2502","day100",10
"2503","day100",5
"2504","day100",7
"2505","day100",0
"2506","day100",0
"2507","day100",0
"2508","day100",0
"2509","day100",0
"2510","day100",1
"2511","day100",94
"2512","day100",2
"2513","day100",9
"2514","day100",5
"2515","day100",7
"2516","day100",9
"2517","day100",0
"2518","day100",1
"2519","day100",6
"2520","day100",0
"2521","day100",2
"2522","day100",5
"2523","day100",9
"2524","day100",18
"2525","day100",4
"2526","day100",95
"2527","day100",1
"2528","day100",0
"2529","day100",2
"2530","day100",2
"2531","day100",76
"2532","day100",0
"2533","day100",4
"2534","day100",82
"2535","day100",10
"2536","day100",99
"2537","day100",1
"2538","day100",3
"2539","day100",4
"2540","day100",64
"2541","day100",44
"2542","day100",1
"2543","day100",40
"2544","day100",7
"2545","day100",3
"2546","day100",1
"2547","day100",1
"2548","day100",80
"2549","day100",1
"2550","day100",2
"2551","day100",0
"2552","day100",7
"2553","day100",0
"2554","day100",3
"2555","day100",8
"2556","day100",1
"2557","day100",0
"2558","day100",0
"2559","day100",1
"2560","day100",79
"2561","day100",1
"2562","day100",3
"2563","day100",11
"2564","day100",4
"2565","day100",2
"2566","day100",2
"2567","day100",14
"2568","day100",33
"2569","day100",0
"2570","day100",6
"2571","day100",27
"2572","day100",120
"2573","day100",4
"2574","day100",3
"2575","day100",7
"2576","day100",0
"2577","day100",0
"2578","day100",0
"2579","day100",0
"2580","day100",5
"2581","day100",27
"2582","day100",2
"2583","day100",1
"2584","day100",2
"2585","day100",1
"2586","day100",0
"2587","day100",2
"2588","day100",2
"2589","day100",8
"2590","day100",7
"2591","day100",4
"2592","day100",8
"2593","day100",0
"2594","day100",2
"2595","day100",0
"2596","day100",0
"2597","day100",1
"2598","day100",11
"2599","day100",31
"2600","day100",9
"2601","day100",0
"2602","day100",0
"2603","day100",3
"2604","day100",6
"2605","day100",0
"2606","day100",2
"2607","day100",0
"2608","day100",3
"2609","day100",12
"2610","day100",9
"2611","day100",7
"2612","day100",1
"2613","day100",2
"2614","day100",2
"2615","day100",2
"2616","day100",39
"2617","day100",1
"2618","day100",7
"2619","day100",5
"2620","day100",48
"2621","day100",2
"2622","day100",1
"2623","day100",2
"2624","day100",3
"2625","day100",0
"2626","day100",2
"2627","day100",9
"2628","day100",10
"2629","day100",4
"2630","day100",83
"2631","day100",5
"2632","day100",0
"2633","day100",47
"2634","day100",14
"2635","day100",2
"2636","day100",0
"2637","day100",91
"2638","day100",0
"2639","day100",11
"2640","day100",6
"2641","day100",4
"2642","day100",1
"2643","day100",59
"2644","day100",5
"2645","day100",5
"2646","day100",0
"2647","day100",48
"2648","day100",3
"2649","day100",7
"2650","day100",4
"2651","day100",0
"2652","day100",10
"2653","day100",120
"2654","day100",59
"2655","day100",5
"2656","day100",8
"2657","day100",8
"2658","day100",2
"2659","day100",5
"2660","day100",89
"2661","day100",2
"2662","day100",8
"2663","day100",8
"2664","day100",0
"2665","day100",0
"2666","day100",6
"2667","day100",139
"2668","day100",0
"2669","day100",2
"2670","day100",2
"2671","day100",6
"2672","day100",8
"2673","day100",5
"2674","day100",0
"2675","day100",6
"2676","day100",12
"2677","day100",1
"2678","day100",3
"2679","day100",5
"2680","day100",10
"2681","day100",103
"2682","day100",0
"2683","day100",0
"2684","day100",2
"2685","day100",10
"2686","day100",120
"2687","day100",7
"2688","day100",5
"2689","day100",5
"2690","day100",35
"2691","day100",14
"2692","day100",135
"2693","day100",6
"2694","day100",3
"2695","day100",0
"2696","day100",1
"2697","day100",2
"2698","day100",1
"2699","day100",114
"2700","day100",4
"2701","day100",3
"2702","day100",4
"2703","day100",11
"2704","day100",3
"2705","day100",1
"2706","day100",3
"2707","day100",4
"2708","day100",0
"2709","day100",2
"2710","day100",0
"2711","day100",2
"2712","day100",5
"2713","day100",4
"2714","day100",88
"2715","day100",7
"2716","day100",0
"2717","day100",1
"2718","day100",5
"2719","day100",3
"2720","day100",2
"2721","day100",8
"2722","day100",0
"2723","day100",13
"2724","day100",4
"2725","day100",3
"2726","day100",10
"2727","day100",3
"2728","day100",0
"2729","day100",2
"2730","day100",2
"2731","day100",9
"2732","day100",71
"2733","day100",3
"2734","day100",1
"2735","day100",1
"2736","day100",1
"2737","day100",2
"2738","day100",3
"2739","day100",10
"2740","day100",37
"2741","day100",1
"2742","day100",0
"2743","day100",0
"2744","day100",2
"2745","day100",5
"2746","day100",0
"2747","day100",14
"2748","day100",8
"2749","day100",2
"2750","day100",0
"2751","day100",3
"2752","day100",2
"2753","day100",0
"2754","day100",6
"2755","day100",8
"2756","day100",7
"2757","day100",10
"2758","day100",134
"2759","day100",4
"2760","day100",1
"2761","day100",1
"2762","day100",134
"2763","day100",0
"2764","day100",0
"2765","day100",0
"2766","day100",2
"2767","day100",2
"2768","day100",0
"2769","day100",0
"2770","day100",115
"2771","day100",0
"2772","day100",10
"2773","day100",0
"2774","day100",7
"2775","day100",69
"2776","day100",1
"2777","day100",0
"2778","day100",60
"2779","day100",1
"2780","day100",8
"2781","day100",9
"2782","day100",1
"2783","day100",2
"2784","day100",3
"2785","day100",0
"2786","day100",9
"2787","day100",80
"2788","day100",1
"2789","day100",6
"2790","day100",6
"2791","day100",0
"2792","day100",5
"2793","day100",1
"2794","day100",50
"2795","day100",116
"2796","day100",9
"2797","day100",32
"2798","day100",5
"2799","day100",1
"2800","day100",2
"2801","day100",0
"2802","day100",3
"2803","day100",2
"2804","day100",5
"2805","day100",5
"2806","day100",0
"2807","day100",7
"2808","day100",1
"2809","day100",0
"2810","day100",4
"2811","day100",1
"2812","day100",4
"2813","day100",3
"2814","day100",2
"2815","day100",3
"2816","day100",0
"2817","day100",2
"2818","day100",79
"2819","day100",8
"2820","day100",129
"2821","day100",2
"2822","day100",0
"2823","day100",79
"2824","day100",8
"2825","day100",3
"2826","day100",4
"2827","day100",3
"2828","day100",4
"2829","day100",0
"2830","day100",7
"2831","day100",5
"2832","day100",2
"2833","day100",2
"2834","day100",0
"2835","day100",58
"2836","day100",89
"2837","day100",3
"2838","day100",6
"2839","day100",10
"2840","day100",3
"2841","day100",2
"2842","day100",1
"2843","day100",1
"2844","day100",3
"2845","day100",0
"2846","day100",4
"2847","day100",97
"2848","day100",6
"2849","day100",9
"2850","day100",1
"2851","day100",1
"2852","day100",3
"2853","day100",2
"2854","day100",0
"2855","day100",4
"2856","day100",4
"2857","day100",1
"2858","day100",3
"2859","day100",1
"2860","day100",0
"2861","day100",2
"2862","day100",7
"2863","day100",0
"2864","day100",7
"2865","day100",0
"2866","day100",0
"2867","day100",5
"2868","day100",4
"2869","day100",2
"2870","day100",75
"2871","day100",1
"2872","day100",1
"2873","day100",1
"2874","day100",3
"2875","day100",6
"2876","day100",8
"2877","day100",7
"2878","day100",4
"2879","day100",0
"2880","day100",13
"2881","day100",0
"2882","day100",6
"2883","day100",3
"2884","day100",4
"2885","day100",3
"2886","day100",1
"2887","day100",2
"2888","day100",2
"2889","day100",9
"2890","day100",4
"2891","day100",3
"2892","day100",0
"2893","day100",0
"2894","day100",10
"2895","day100",13
"2896","day100",86
"2897","day100",0
"2898","day100",0
"2899","day100",3
"2900","day100",6
"2901","day100",0
"2902","day100",9
"2903","day100",0
"2904","day100",87
"2905","day100",1
"2906","day100",3
"2907","day100",1
"2908","day100",73
"2909","day100",11
"2910","day100",13
"2911","day100",19
"2912","day100",5
"2913","day100",4
"2914","day100",0
"2915","day100",1
"2916","day100",0
"2917","day100",0
"2918","day100",76
"2919","day100",0
"2920","day100",2
"2921","day100",4
"2922","day100",2
"2923","day100",0
"2924","day100",6
"2925","day100",2
"2926","day100",4
"2927","day100",1
"2928","day100",0
"2929","day100",138
"2930","day100",0
"2931","day100",3
"2932","day100",4
"2933","day100",38
"2934","day100",32
"2935","day100",1
"2936","day100",13
"2937","day100",2
"2938","day100",0
"2939","day100",3
"2940","day100",0
"2941","day100",2
"2942","day100",12
"2943","day100",20
"2944","day100",3
"2945","day100",1
"2946","day100",128
"2947","day100",5
"2948","day100",0
"2949","day100",9
"2950","day100",5
"2951","day100",44
"2952","day100",133
"2953","day100",0
"2954","day100",7
"2955","day100",76
"2956","day100",3
"2957","day100",5
"2958","day100",1
"2959","day100",4
"2960","day100",1
"2961","day100",3
"2962","day100",15
"2963","day100",7
"2964","day100",6
"2965","day100",3
"2966","day100",9
"2967","day100",0
"2968","day100",8
"2969","day100",127
"2970","day100",7
"2971","day100",3
"2972","day100",0
"2973","day100",0
"2974","day100",9
"2975","day100",29
"2976","day100",3
"2977","day100",70
"2978","day100",7
"2979","day100",1
"2980","day100",0
"2981","day100",0
"2982","day100",4
"2983","day100",2
"2984","day100",6
"2985","day100",0
"2986","day100",10
"2987","day100",96
"2988","day100",0
"2989","day100",0
"2990","day100",0
"2991","day100",13
"2992","day100",68
"2993","day100",0
"2994","day100",54
"2995","day100",6
"2996","day100",5
"2997","day100",1
"2998","day100",0
"2999","day100",5
"3000","day100",6
"3001","day100",4
"3002","day100",1
"3003","day100",5
"3004","day100",9
"3005","day100",37
"3006","day100",12
"3007","day100",0
"3008","day100",0
"3009","day100",0
"3010","day100",6
"3011","day100",72
"3012","day100",1
"3013","day100",6
"3014","day100",0
"3015","day100",9
"3016","day100",0
"3017","day100",8
"3018","day100",0
"3019","day100",0
"3020","day100",101
"3021","day100",43
"3022","day100",4
"3023","day100",9
"3024","day100",0
"3025","day100",2
"3026","day100",3
"3027","day100",3
"3028","day100",3
"3029","day100",1
"3030","day100",12
"3031","day100",5
"3032","day100",0
"3033","day100",2
"3034","day100",7
"3035","day100",0
"3036","day100",123
"3037","day100",115
"3038","day100",0
"3039","day100",7
"3040","day100",2
"3041","day100",2
"3042","day100",40
"3043","day100",11
"3044","day100",5
"3045","day100",1
"3046","day100",8
"3047","day100",1
"3048","day100",11
"3049","day100",93
"3050","day100",3
"3051","day100",7
"3052","day100",3
"3053","day100",2
"3054","day100",0
"3055","day100",9
"3056","day100",7
"3057","day100",0
"3058","day100",2
"3059","day100",2
"3060","day100",4
"3061","day100",2
"3062","day100",1
"3063","day100",0
"3064","day100",0
"3065","day100",0
"3066","day100",12
"3067","day100",47
"3068","day100",7
"3069","day100",4
"3070","day100",7
"3071","day100",1
"3072","day100",3
"3073","day100",0
"3074","day100",2
"3075","day100",9
"3076","day100",6
"3077","day100",7
"3078","day100",0
"3079","day100",5
"3080","day100",6
"3081","day100",0
"3082","day100",1
"3083","day100",34
"3084","day100",6
"3085","day100",5
"3086","day100",1
"3087","day100",3
"3088","day100",12
"3089","day100",4
"3090","day100",5
"3091","day100",1
"3092","day100",10
"3093","day100",9
"3094","day100",2
"3095","day100",48
"3096","day100",67
"3097","day100",1
"3098","day100",0
"3099","day100",0
"3100","day100",2
"3101","day100",83
"3102","day100",75
"3103","day100",2
"3104","day100",34
"3105","day100",4
"3106","day100",4
"3107","day100",1
"3108","day100",3
"3109","day100",2
"3110","day100",6
"3111","day100",0
"3112","day100",12
"3113","day100",6
"3114","day100",5
"3115","day100",5
"3116","day100",0
"3117","day100",0
"3118","day100",9
"3119","day100",4
"3120","day100",0
"3121","day100",138
"3122","day100",3
"3123","day100",11
"3124","day100",6
"3125","day100",2
"3126","day100",115
"3127","day100",92
"3128","day100",77
"3129","day100",5
"3130","day100",1
"3131","day100",0
"3132","day100",4
"3133","day100",2
"3134","day100",5
"3135","day100",1
"3136","day100",4
"3137","day100",1
"3138","day100",0
"3139","day100",4
"3140","day100",34
"3141","day100",1
"3142","day100",0
"3143","day100",1
"3144","day100",0
"3145","day100",0
"3146","day100",6
"3147","day100",0
"3148","day100",111
"3149","day100",2
"3150","day100",2
"3151","day100",2
"3152","day100",6
"3153","day100",0
"3154","day100",1
"3155","day100",0
"3156","day100",7
"3157","day100",6
"3158","day100",3
"3159","day100",6
"3160","day100",71
"3161","day100",4
"3162","day100",0
"3163","day100",81
"3164","day100",3
"3165","day100",4
"3166","day100",1
"3167","day100",1
"3168","day100",1
"3169","day100",1
"3170","day100",2
"3171","day100",3
"3172","day100",0
"3173","day100",0
"3174","day100",3
"3175","day100",122
"3176","day100",3
"3177","day100",5
"3178","day100",0
"3179","day100",0
"3180","day100",10
"3181","day100",0
"3182","day100",8
"3183","day100",0
"3184","day100",0
"3185","day100",2
"3186","day100",9
"3187","day100",4
"3188","day100",1
"3189","day100",3
"3190","day100",3
"3191","day100",126
"3192","day100",5
"3193","day100",0
"3194","day100",64
"3195","day100",1
"3196","day100",0
"3197","day100",1
"3198","day100",4
"3199","day100",7
"3200","day100",5
"3201","day100",1
"3202","day100",1
"3203","day100",144
"3204","day100",0
"3205","day100",1
"3206","day100",4
"3207","day100",4
"3208","day100",4
"3209","day100",109
"3210","day100",11
"3211","day100",37
"3212","day100",2
"3213","day100",12
"3214","day100",2
"3215","day100",1
"3216","day100",0
"3217","day100",3
"3218","day100",93
"3219","day100",0
